review_index,score,content_preview,detected_problems,keywords_found,problem_count
1342,2,"tolong lebih aktif lagi,menanggapin pengaduan pekerja,tks",['Performance_Speed'],['lag'],1
1343,2,mau daftar aja susah padah nik udah sesuai,['Other_Issues'],[],1
1344,2,"aplikasi sering bermasalah, sehinggal gagal klaim jkp.",['Crashes_Errors'],['gagal'],1
1345,2,"aplikasi rumit, bukan mempermudah pengguna nya",['Other_Issues'],[],1
1346,2,"masih belum puas dengan aplikasi ini, mempersulit urusan penggunanya",['Other_Issues'],[],1
1347,2,udah masukin nik dengan sesuai malah ngga bisa.. pembohong inimah,['Login_Authentication'],['masuk'],1
1348,2,guna apk ini buat apa dah klo ujung2nya langsung ke website chrome,['Other_Issues'],[],1
1349,2,"mau claim manfaat ke 4, syarat nya sudah melamar lebih dari 5 x tapi update nya masih 2x doang. tolo...",['Installation_Update'],['update'],1
1350,2,tulisan opsional tapi bersifat wajib kocak ni developer nya,['Other_Issues'],[],1
1351,2,"baru mau download, ko banyak yg ksh rating buruk yaa? jadi ragu utk lanjut download",['Installation_Update'],['download'],1
1352,2,pp terverifikasi tpi tidak bisa di download gmna ini,['Installation_Update'],['download'],1
1353,2,"tidak bisa daftar pelatihan,",['Other_Issues'],[],1
1354,2,mau ubah alamat aja ngga bisa bisa. loading mulu,['Performance_Speed'],['loading'],1
1355,2,saya kirim kode otp tp tidak di krm2 ini gimana yah pdhl nomere sudah sesuai,['Other_Issues'],[],1
1356,2,kok buka apk nya aja lama sih,['Other_Issues'],[],1
1357,2,terlalu lemot,['Performance_Speed'],['lemot'],1
1358,2,"tolong di optimal kan bayak yg berharap,,,",['Other_Issues'],[],1
1359,2,kasi tau cara cek nmor pendaftran online gimana ?,['Other_Issues'],[],1
1360,2,udah di instal tapi gak bisa di buka.....,['Other_Issues'],[],1
1361,2,hanya menunggu jawaban,['User_Interface'],['menu'],1
1362,2,sangat membantu sekali baggus programnya...,['Other_Issues'],[],1
1363,2,"good app,erorr di nik ktp,ibu kandung",['Other_Issues'],[],1
1364,2,klaim ke 6 pasti di korupsi,['Other_Issues'],[],1
1365,2,ini buat bikin kartu kuning kah dari kemarin susah bener bikin kartu kuning?,['Other_Issues'],[],1
1366,2,mau login nya aja susah bgt,['Login_Authentication'],['login'],1
1367,2,gak bisa loding bos,['Other_Issues'],[],1
1368,2,saya tidak bisa mengaktif kan siap kerja,['Other_Issues'],[],1
1369,2,kenapa gak bisa di buka,['Other_Issues'],[],1
1370,2,banyak margin error,['Crashes_Errors'],['error'],1
1371,2,"tolong dong, klo lupa kata sandi otp nya jangan hanya ke no hp tapi ada pilihan ke email juga dong",['Login_Authentication'],['sandi'],1
1372,2,kírim kodé otp ngak bísa masuk kode ñya ke sms pdahal kartu ttp aktif,['Login_Authentication'],['masuk'],1
1373,2,"ulasan masyarakat mohon di simak dengan baik.. balas,",['Other_Issues'],[],1
1374,2,eror trus disuruh support kemnaker. id mlu,['Customer_Service'],['support'],1
1375,2,ada saja kendala nya,['Other_Issues'],[],1
1376,2,domisili nggak lengkap,['Other_Issues'],[],1
1377,2,"bikin ribet, knpa ada harus bpjs segala",['Other_Issues'],[],1
1378,2,ko malah buka crome,['Other_Issues'],[],1
1379,2,mau buat surat ak1 aja ribett,['Other_Issues'],[],1
1380,2,kasih 2 aja dulu,['Other_Issues'],[],1
1381,2,apk tergajelas.,['Other_Issues'],[],1
1382,2,lemot bangettttt,['Performance_Speed'],['lemot'],1
1383,2,loading berat....,['Performance_Speed'],['loading'],1
1384,2,lemot,['Performance_Speed'],['lemot'],1
1385,2,"ini pada saat verifikasi nama ibu kandung gagal , terdapat perbedaan nomor induk ? jelas jelas sesua...",['Crashes_Errors'],['gagal'],1
1386,2,kerja pt,['Other_Issues'],[],1
1387,2,susah,['Other_Issues'],[],1
1388,3,"tolong dipermudahkan, ini katanya aplikasi yg dibuat oleh negara tapi menyusahkan banget. kode otp l...","['Performance_Speed', 'Crashes_Errors', 'Network_Connection']","['lag', 'bug', 'jaringan']",3
1389,3,"tolong untuk lebih serius dalam memperbaiki masalah pada aplikasi, seperti kurang responnya aplikasi...","['Crashes_Errors', 'Network_Connection', 'Features_Functionality']","['bug', 'internet', 'jaringan', 'fitur']",3
1390,3,"aplikasinya kurang bagus, membuat pusing karena banyak menu layanan, yang banyak menghubungkan websi...","['Performance_Speed', 'User_Interface']","['lag', 'ui', 'menu']",2
1391,3,"kode otp susah di dapat, klik pelatihan tulisannya jadwal tidak tersedia padahal dari penyelenggara ...","['Login_Authentication', 'Performance_Speed', 'Data_Sync']","['masuk', 'lag', 'data']",3
1392,3,"saya pencairan ke bulan ke 3 , pengajuan di tolak, lihat info dari email tidak ada alasan, sudah dat...","['Features_Functionality', 'Data_Sync']","['tidak ada', 'data']",2
1393,3,"tolong tingkatkan lg permorma aplikasi nya, karena 1bulan terakhir aplikasi siap kerja sering eror/d...",['Performance_Speed'],['hang'],1
1394,3,"minusnya cuma di apk nya suka delay dan lama dalam memuat, tolong segera di perbaiki, selebihnya tid...",['Features_Functionality'],"['fitur', 'tidak ada']",1
1395,3,alangkah baiknua untuk pelatihan di liatkan lokasi pelatihannya di bagian awal jadi gk perlu kita kl...,['Performance_Speed'],['lag'],1
1396,3,"saya sudah berekspektasi besar banget ama ni apk karna langsung di bawah kementerian,tapi ni apk gk ...",['Data_Sync'],['data'],1
1397,3,buat pengisian pendidikan untuk s1 bagian nilai masa ga bisa titik atau koma buat nilai ipk. mohon d...,['Performance_Speed'],['lag'],1
1398,3,tolong bantu kenapa claim ke 3 tidak bisa di proses untuk misi sudah di selesaikan semua akan tetapi...,['Other_Issues'],[],1
1399,3,"ada kolom, anda belum terdaftar di program jkp, klik dibawah ini untuk.... tapi tidak bisa di klik t...","['Performance_Speed', 'Features_Functionality']","['lag', 'fungsi', 'tidak berfungsi', 'hilang']",2
1400,3,"terhambat gara-gara, profil. mohon admin dilengkapi untuk daerah kalimantan itu ada kota pontianak, ...",['Features_Functionality'],['gak ada'],1
1401,3,"fotonya tdk bisa upload, pengalaman kerja tdk bisa ngisi sendiri harus sesuai aplikasi tapi opsinya ...","['Performance_Speed', 'User_Interface']","['lag', 'ui']",2
1402,3,"mau klaim ke 3 gabisa"" apk nya gabisa masukin akun susah bgt bug terus gimana ini ,mana setiap buka ...","['Login_Authentication', 'Crashes_Errors']","['masuk', 'akun', 'bug']",2
1403,3,saya heran deh..yg awal nya status jkp saya aktif.pas buka lagi tidak aktif lagi..kok bisa seperti i...,['Performance_Speed'],['lag'],1
1404,3,"aplikasi kurang satset , setiap mencari pelatihan selalu diarahkan ke google, tolong dipermudah lagi...",['Performance_Speed'],['lag'],1
1405,3,mohon untuk loker dalam negri operator/ driver forklift nya di tambahkan lagi sesuai domisili banten...,['Performance_Speed'],['lag'],1
1406,3,aplikasinya buruk banget sih. mau daftar pelatihan ajaa susahnya minta ampun. ini aplikasi sebenerny...,"['Performance_Speed', 'Features_Functionality']","['lemot', 'fungsi']",2
1407,3,"aplikasi nya bkin puyeng, bolak balik ke browser, ujungnya di browser tdk stay di aplikasi, mohon pe...",['Other_Issues'],[],1
1408,3,ak kasi bintang tiga dulu soalnya mau buka di tipe lowong dalam aplikasi ini seharusnya muncul dalam...,['Login_Authentication'],['masuk'],1
1409,3,ka ini kenapa aplikasinya mau daftar tapi pas mau verifikasi selalu gagal aja padahal nik udah sesua...,"['Login_Authentication', 'Crashes_Errors', 'Features_Functionality']","['masuk', 'gagal', 'ga ada']",3
1410,3,"aplikasi kurang lengkap kecamatan di tempatku ga ada, tolong diperbaiki segera",['Features_Functionality'],['ga ada'],1
1411,3,pas langkah ke 9 susah di simpan dan di kirimkan,['Other_Issues'],[],1
1412,3,apk nya sering eror/lag setiap buka apk siap kerja gabisa di klik siapkerja-id nya baru pengajuan pe...,['Performance_Speed'],['lag'],1
1413,3,"berat banget aplikasinya, padahal ram 8. diaplikasi yang lebih besar lancar, tapi diapk ini lag",['Performance_Speed'],['lag'],1
1414,3,"aplikasinya sangat berat,dan tolong untuk menu opsi jangan dibuat terpisah dengan browser eksternal ...",['User_Interface'],['menu'],1
1415,3,"ini kenapa dah waktu saya upload dokumen malah kembali ke beranda awal, saya sudah coba beberapa kal...",['Other_Issues'],[],1
1416,3,aplikasinya sudah bagus.tapi mohon untuk diperbaiki pengiriman kode otp via smsnya karena kode otpny...,['Other_Issues'],[],1
1417,3,kolom nilai saat isi pendidikan hanya bisa menambahkan angka saja dan tidak bisa menambahkan koma un...,['Other_Issues'],[],1
1418,3,"ingin verifikasi data tapi tidak bisa karena error. tolong diperbaiki, nanti saya rate ulang kalo su...","['Crashes_Errors', 'Data_Sync']","['error', 'data']",2
1419,3,tahap klaim ..knp saya skrg tidak masuk k aplikasi resminya..sedang kan lewat web selalu stack di me...,"['Login_Authentication', 'User_Interface']","['masuk', 'menu']",2
1420,3,"setelah sehari, akun gabisa digunakan dan harus membuat akun baru untuk mengecek progres.",['Login_Authentication'],['akun'],1
1421,3,"selalu gagal pas pengajuan jkp, terus menerus ajukan ulang sampe sekarang gk bisa",['Crashes_Errors'],['gagal'],1
1422,3,"kode otpnya susah dan ketika dikirimkan lalu diketikkan, di app tidak otomatis memverifikasi kodenya...",['Other_Issues'],[],1
1423,3,"kode otp gak bisa masuk di cek email, sms, wa gak ada. data sudah benar.tolong bantuanya.","['Login_Authentication', 'Features_Functionality', 'Data_Sync', 'Customer_Service']","['masuk', 'gak ada', 'data', 'bantuan']",4
1424,3,kok ngga bisa ke tahap verifikasi (proses pendaftaran) dan nik sudah terdaftar? padahal sya blum per...,['Login_Authentication'],['akun'],1
1425,3,tolong perjelas status lamaran kita. mohon ingatkan kepada pemberi kerja agar merespon resumee kita....,['Other_Issues'],[],1
1426,3,"mau tulis ipk pakai koma atau titik tidak bisa, dan kebanyakan pelatihan di luar jakarta, isi assess...",['Other_Issues'],[],1
1427,3,"kebanyalan eror trs, apalagi pas loginnya lama dan banyak banget kekurangannya di aplikasinya","['Login_Authentication', 'Performance_Speed']","['login', 'lag']",2
1428,3,"kenapa data saya di aplikasi dan link di crome berbeda,, padahal id yg sama jadi bingung",['Data_Sync'],['data'],1
1429,3,"pelatihan nya banyak yang tidak terupdate, jadi saat ingin ikut pelatihan tidak bisa, tolong untuk d...","['User_Interface', 'Installation_Update']","['ui', 'update']",2
1430,3,"susah untuk masuk ke akun, padahal email dan sandi waktu buat kartu kuning dulu masih sama tapi sela...",['Login_Authentication'],"['masuk', 'akun', 'sandi']",1
1431,3,"sulit sekali mengisi jurusan dan bidang pekerjaan, padahal sinyal lancar...",['Network_Connection'],['sinyal'],1
1432,3,"belum terintegrasi dengan dukcapil, masih banyak kekurangan aplikasinya",['Other_Issues'],[],1
1433,3,"mohon segera dibenarin dulu aplikasinya, udh di download ga bisa masuk sama sekali, trus di websiten...","['Login_Authentication', 'Crashes_Errors', 'Installation_Update']","['masuk', 'ga bisa masuk', 'error', 'download']",3
1434,3,"susah banget buat lengkapi profil nya, gagal terus pdhl udh ga ada yg salah udh lengkap ttp aja ga b...","['Crashes_Errors', 'Features_Functionality']","['gagal', 'ga ada']",2
1435,3,pengajuan claim jkp saya yg ke 1-3 lancar cepat tapi di claim saya yg ke 4 dan sekarang lagi klaim y...,['Performance_Speed'],['lag'],1
1436,3,susah banget daftar pelatihan nya pdh tinggal selangkah lg di apkikasi payah bngt mana kuotanya sedi...,['Other_Issues'],[],1
1437,3,"untuk pengiriman kode otp sngat lambat, dan akun sering terlogout","['Login_Authentication', 'Performance_Speed']","['akun', 'lambat']",2
1438,3,kok nik saya sudah terdaftar dan bagaimana cara mengadukan personal ini tidak ada cs atau email yg b...,"['Features_Functionality', 'Customer_Service']","['ga ada', 'tidak ada', 'cs']",2
1439,3,ini kalau ada keluhan tentang aplikasi tanyanya kemana? pusat bantuan sama sekali tidak membantu. so...,['Customer_Service'],['bantuan'],1
1440,3,"saya tambah jadi 3 bintang, karena eror saat melengkapi provil langkah 2 . jadi blm terverifikasi",['Other_Issues'],[],1
1441,3,"lemot nya, udah pake wifi sama data juga tetep","['Performance_Speed', 'Data_Sync']","['lemot', 'data']",2
1442,3,tolong kenapa sa masih terdeteksi masih aktif di aplikasi siap kerja ini pada udah berapa bulan kema...,['Customer_Service'],['laporan'],1
1443,3,jaringan ku bagus tapi kalok mengakses apk ini lelet kali betul parah,['Network_Connection'],['jaringan'],1
1444,3,aplikasi siap kerja ini bagus harus nya utk mempermudah utk masalah klaim dari buruh pekerja tetapi ...,['Other_Issues'],[],1
1445,3,kode otp nya lama di kirim nya padahal nomer nya udah bener,['Other_Issues'],[],1
1446,3,"sekarang gk bisa masuk kemarin lancar"" sja tolong di perbaiki sistemnya biar gk lemot","['Login_Authentication', 'Performance_Speed']","['masuk', 'lemot']",2
1447,3,"saya mau melengkapkan profil saya untuk membuat ak1 tpi alamat sesuai ktp saya tidak ada di pilihan,...",['Features_Functionality'],['tidak ada'],1
1448,3,"bismillah,kasi bintang 3 dulukalau saya lolos dapat kerja lewat aplikasi ini nanti kasi bintang 5 kl...",['Other_Issues'],[],1
1449,3,"tidak ojjektif, ada pemalsuan data",['Data_Sync'],['data'],1
1450,3,apalah -_- nih mau buat pendidikan apa mau buat baca komik manga gk jelas lah buat apknya,['Other_Issues'],[],1
1451,3,"seharian mencoba aktifasi akun, tapi otp tak kunjung diterima, apakah ada cs yang bisa membantu via ...","['Login_Authentication', 'Customer_Service']","['akun', 'cs']",2
1452,3,saya lupa katasandi dan hanya ada satu cara verifikasi dengan nmr telpon untuk merubah katasandi bar...,"['Login_Authentication', 'Features_Functionality']","['sandi', 'hilang']",2
1453,3,aplikasinya dipercepat lagi terkait sedang menyiapkan akun,"['Login_Authentication', 'Performance_Speed']","['akun', 'lag']",2
1454,3,tolong tambahkan menu untuk pendaftaran tenaga kerja imigran,['User_Interface'],['menu'],1
1455,3,aplikasi nya error akun ga bisa digunain......,"['Login_Authentication', 'Crashes_Errors']","['akun', 'error']",2
1456,3,"kasih opsi ganti sandi yg kirim kode otp nya lewat email min, mau ganti sandi gk bisa gara2 kode otp...","['Login_Authentication', 'Features_Functionality']","['sandi', 'hilang']",2
1457,3,untuk mengikuti pelatihan masih susah,['Other_Issues'],[],1
1458,3,ini apk siap kerja sama web nya kok susah amat akses nya,['Other_Issues'],[],1
1459,3,bintang 3 dulu karena saya belum terbantu mendapatkan pekerjaan terimakasih,['Other_Issues'],[],1
1460,3,"susah banget mau nge instal nxa juga loading terus g bisa"". padhl kuota banxak sinxal bgus g tau slh...",['Performance_Speed'],['loading'],1
1461,3,kenapa saya buka aplikasi gk ada isi pendaftaran cuma layar putih doang,['Other_Issues'],[],1
1462,3,"1 minggu gak ada gerak"" status masih menunggu ferivikasi","['User_Interface', 'Features_Functionality']","['menu', 'gak ada']",2
1463,3,banyak fitue yang masih ngebug 🙂,['Crashes_Errors'],['bug'],1
1464,3,3 dulu kalau sy sudah dapat kerja baru ta kasi 5,['Other_Issues'],[],1
1465,3,tahap yang ke 6 malah di persulit,['Other_Issues'],[],1
1466,3,woi ini kenapa gada fitur edit nomer hp?,['Features_Functionality'],['fitur'],1
1467,3,ga bisa ganti nomor handphone merepotkan.,['Other_Issues'],[],1
1468,3,"saya sulit untuk menyiapkan profil ,loading mulu ...",['Performance_Speed'],['loading'],1
1469,3,siaaap buat kerja terus dan semangat,['Other_Issues'],[],1
1470,3,ini kenapa no rekening tidak valid terus min,['Other_Issues'],[],1
1471,3,lapor phk mandiri untuk klaim jkp lama sekali padahal sudah ada surat phk dari disnaker. karena peru...,['Other_Issues'],[],1
1472,3,"maaf ya klo ngasih bintang 3, soalnya udh setaun ngelamar lamar disini blm pernah dapet kerja #infol...",['Other_Issues'],[],1
1473,3,aplikasi lemot gak berbobot,['Performance_Speed'],['lemot'],1
1474,3,kenapa pengklaim yg ke empat saya tidak bs kata ada kesalahan sisten,['Other_Issues'],[],1
1475,3,aplikasi tidak bisa dibuka,['Other_Issues'],[],1
1476,3,kenapa gak bisa aktivasi yaa....,['Other_Issues'],[],1
1477,3,baru donlot klu bagus sy tambah lg,['Other_Issues'],[],1
1478,3,buat surat kunig online bisaka di aplikasi ini,['Other_Issues'],[],1
1479,3,ini apakah sama dengan aplikasi sisnaker?,['Other_Issues'],[],1
1480,3,gk bisa ganti nomor hp otp gk pernah muncul rusak aplikasinya !!!,['Crashes_Errors'],['rusak'],1
1481,3,untuk domisil atau provinsi jawa timur tidak ada,['Features_Functionality'],['tidak ada'],1
1482,3,loker daerah bandara soekarno hatta adain donk pak ibu yang terhormat,['Other_Issues'],[],1
1483,3,kodenya lama baru terkirim,['Other_Issues'],[],1
1484,3,tolong perbaiki,['Other_Issues'],[],1
1485,3,kenapa akun jadi tidak di buka,['Login_Authentication'],['akun'],1
1486,3,terimakasih sdah membantu,['Other_Issues'],[],1
1487,3,ga bisa ke buka apknya,['Other_Issues'],[],1
1488,3,cukup manusiawi sekali👍,['Other_Issues'],[],1
1489,3,saya gok gak bisa login,['Login_Authentication'],['login'],1
1490,3,kenpa sistem eror saja admin,['Other_Issues'],[],1
1491,3,semoga bermanfaat,['Other_Issues'],[],1
1492,3,lemot,['Performance_Speed'],['lemot'],1
1493,3,ok,['Other_Issues'],[],1
1494,3,sangat buruk,['Other_Issues'],[],1
1495,3,⭐⭐⭐⭐⭐,['Other_Issues'],[],1
1496,3,good,['Other_Issues'],[],1
1497,3,3 dulu y,['Other_Issues'],[],1
1498,3,baru instal,['Other_Issues'],[],1
1499,3,sulit,['Other_Issues'],[],1
1500,3,irt,['Other_Issues'],[],1
1501,3,bagus,['Other_Issues'],[],1
1502,3,🐢,['Other_Issues'],[],1
1503,4,saya kasih ranting 4 biar ke baca ..saya minta tolong buat benerin aplikasi ini ...kenapa udah mau k...,['No_Problem_Detected'],[],0
1504,4,kalau bisa buatkan sistem simpan otomatis soalnya ponsel saya ram 3gb jadi setiap saya mengunggah be...,['No_Problem_Detected'],[],0
1505,4,appikasinya sebenarnya sudah bagus. karena dapat membantu kita untuk mencari lamaran kerja. cuman ma...,['No_Problem_Detected'],[],0
1506,4,applikasi sebenarnya udah bagus. cuman sayang setiap mau lamar diahlikan atau diarahkan ke web nya. ...,['No_Problem_Detected'],[],0
1507,4,"aplikasinya sering error 🙃, apalah dia, orang minta kode otp pas masuk kodenya malah di bilang kode ...",['No_Problem_Detected'],[],0
1508,4,pengisian data pada lapor phk sulit sekali masuk village not required muncul terus padahal data suda...,['No_Problem_Detected'],[],0
1509,4,tolong di perbaiki lagi soal ubah data diri dan sebagainya tdi pas sya coba 19/12/2023 08:35wib soal...,['No_Problem_Detected'],[],0
1510,4,"waduh ini gmna ya,saya udh terdaftar di aplikasi tp k3tika login lg gabisa alhasil uninstal dan inst...",['No_Problem_Detected'],[],0
1511,4,"aplikasinya sudah akurat,mudah masuk dapat otp mudah login dan lain lain, alangkah baiknya datang of...",['No_Problem_Detected'],[],0
1512,4,"mohon maaf aplikasinya lama mengirip kode otp nya sampe nunggu 10mnitan, dan ketika saya upload foto...",['No_Problem_Detected'],[],0
